CIS;CIS_Denomination;CIS_Forme_pharmaceutique;CIS_Voies_administration;CIS_Statut_AMM;CIS_Type_procedure_AMM;CIS_Etat_commercialisation;CIS_Date_AMM;CIS_StatutBdm;CIS_Numero_AMM_europeenne;CIS_Titulaires;CIS_Surveillance_renforcee;CIP_CIS;CIP_CIP7;CIP_Libelle_presentation;CIP_Statut_presentation;CIP_Etat_commercialisation;CIP_Date_declaration_commercialisation;CIP_CIP13;CIP_Agrement_collectivites;CIP_Taux_remboursement;CIP_Prix_medicament_euro;CIP_Prix_public_France_euro;CIP_Honoraires_dispensation_euro;CIP_Indications_remboursement;compo_dosage_texte
60250567;PREXATE 10 mg/ 0,40 ml, solution injectable en seringue préremplie;solution injectable;sous-cutanée;Autorisation abrogée;Procédure nationale;Non commercialisée;15/01/2018;Warning disponibilité;;ALFASIGMA FRANCE;Non;60250567;3012020;1 seringue préremplie de 0,4 ml avec 1 tampon alcoolisé;Présentation active;Arrêt de commercialisation (le médicament n'a plus d'autorisation);21/12/2021;3400930120200;non;65%;10,96;11,98;1,02;;MÉTHOTREXATE : 10 mg pour 1 seringue préremplie de 0,40 ml
60251135;ROSUVASTATINE EVOLUGEN 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Non commercialisée;31/07/2017;Warning disponibilité;;EVOLUPHARM;Non;60251135;3011289;plaquette de 30 comprimés;Présentation active;Déclaration d'arrêt de commercialisation;01/11/2025;3400930112892;non;65%;3,98;5,00;1,02;;ROSUVASTATINE CALCIQUE
60251135;ROSUVASTATINE EVOLUGEN 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Non commercialisée;31/07/2017;Warning disponibilité;;EVOLUPHARM;Non;60251135;3011290;plaquette de 90 comprimés;Présentation active;Déclaration d'arrêt de commercialisation;23/01/2025;3400930112908;non;65%;12,07;14,83;2,76;;ROSUVASTATINE CALCIQUE
60251352;PIPERACILLINE PANPHARMA 1 g, poudre pour solution injectable (I.M., I.V.);poudre pour solution injectable;"intramusculaire;intraveineuse";Autorisation active;Procédure nationale;Commercialisée;05/12/1997;;;PANPHARMA;Non;60251352;5608309;1 g en flacon de 15 ml, boîte de 1 flacon;Présentation active;Déclaration de commercialisation;01/06/1998;3400956083091;oui;;;;;;PIPÉRACILLINE SODIQUE : 1,042 g pour un flacon
60251516;EPINITRIL 10 mg/24 heures, dispositif transdermique;dispositif;transdermique;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;21/05/2002;;;BOUCHARA-RECORDATI;Non;60251516;3589909;30 sachet de 1 dispositif;Présentation active;Déclaration de commercialisation;16/04/2003;3400935899095;oui;65%;12,95;13,97;1,02;;TRINITRINE : 31,37 mg pour un dispositif
60252027;DOLOSPASMYL 60 mg/300 mg, capsule molle;capsule molle;orale;Autorisation active;Procédure nationale;Commercialisée;16/10/2015;;;LABORATOIRES MAYOLY SPINDLER;Non;60252027;3003684;plaquette de 20 capsules;Présentation active;Déclaration d'arrêt de commercialisation;04/06/2024;3400930036846;non;;;;;;"CITRATE D'ALVÉRINE : 60 mg pour une capsule ; SIMÉTICONE : 300 mg pour une capsule"
60252027;DOLOSPASMYL 60 mg/300 mg, capsule molle;capsule molle;orale;Autorisation active;Procédure nationale;Commercialisée;16/10/2015;;;LABORATOIRES MAYOLY SPINDLER;Non;60252027;3003685;plaquette de 30 capsules;Présentation active;Déclaration de commercialisation;26/11/2025;3400930036853;non;;;;;;"CITRATE D'ALVÉRINE : 60 mg pour une capsule ; SIMÉTICONE : 300 mg pour une capsule"
60252027;DOLOSPASMYL 60 mg/300 mg, capsule molle;capsule molle;orale;Autorisation active;Procédure nationale;Commercialisée;16/10/2015;;;LABORATOIRES MAYOLY SPINDLER;Non;60252027;3003686;plaquette de 40 capsules;Présentation active;Déclaration d'arrêt de commercialisation;23/10/2024;3400930036860;non;;;;;;"CITRATE D'ALVÉRINE : 60 mg pour une capsule ; SIMÉTICONE : 300 mg pour une capsule"
60252027;DOLOSPASMYL 60 mg/300 mg, capsule molle;capsule molle;orale;Autorisation active;Procédure nationale;Commercialisée;16/10/2015;;;LABORATOIRES MAYOLY SPINDLER;Non;60252027;3029144;plaquette de 10 capsules;Présentation active;Déclaration de commercialisation;26/11/2025;3400930291443;non;;;;;;"CITRATE D'ALVÉRINE : 60 mg pour une capsule ; SIMÉTICONE : 300 mg pour une capsule"
60252422;EFFICORT LIPOPHILE 0,127 %, crème;crème;cutanée;Autorisation active;Procédure nationale;Commercialisée;06/04/1988;;;LABORATOIRES BAILLEUL (LUXEMBOURG);Non;60252422;3306900;1 tube de 30 g;Présentation active;Déclaration de commercialisation;19/10/1991;3400933069001;oui;65%;2,46;3,48;1,02;;ACÉPONATE D'HYDROCORTISONE : 0,127 g pour 100 g de crème
60252447;OLIGOSTIM MAGNESIUM, comprimé sublingual;comprimé;sublinguale;Autorisation active;Procédure nationale;Non commercialisée;07/02/1991;Warning disponibilité;;GRANIONS;Non;60252447;3335468;tube de 40 comprimés;Présentation active;Déclaration d'arrêt de commercialisation;30/04/2024;3400933354688;non;;;;;;MAGNÉSIUM (GLUCONATE DE) DIHYDRATÉ : 0,220 mg pour un comprimé
60253606;CALYPTOL INHALANT, émulsion pour inhalation par fumigation;émulsion pour inhalation par fumigation;inhalée;Autorisation active;Procédure nationale;Commercialisée;19/01/1998;;;TECHNI-PHARMA;Non;60253606;3017455;10 ampoule de 5 ml;Présentation active;Déclaration de commercialisation;19/01/1947;3400930174555;non;;;;;;"THYM (HUILE ESSENTIELLE DE) : 50 mg pour une ampoule de 5 ml ; PIN (HUILE ESSENTIELLE DE) : 50 mg pour une ampoule de 5 ml ; CINÉOLE : 250 mg pour une ampoule de 5 ml ; ROMARIN (HUILE ESSENTIELLE DE) : 50 mg pour une ampoule de 5 ml ; ALPHA-TERPINÉOL : 25 mg pour une ampoule de 5 ml"
60254754;TSOLUDOSE 150 microgrammes, solution buvable en récipient unidose;solution buvable;orale;Autorisation active;Procédure nationale;Non commercialisée;23/11/2018;Warning disponibilité;;IBSA PHARMA SAS;Non;60254754;3016516;30 récipients unidoses en polyéthylène basse densité (PEBD) de 1 mL conditionnés en sachets de 5 récipients unidoses;Présentation active;Déclaration d'arrêt de commercialisation;28/02/2025;3400930165164;non;;;;;;LÉVOTHYROXINE SODIQUE
60254779;SUVREZA 20 mg/10 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure décentralisée;Commercialisée;29/03/2019;;;SANOFI WINTHROP INDUSTRIE;Non;60254779;3017639;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;04/02/2020;3400930176399;oui;65 %;15,23;16,25;1,02;;"ROSUVASTATINE CALCIQUE ; ÉZÉTIMIBE : 10 mg pour un comprimé"
60254779;SUVREZA 20 mg/10 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure décentralisée;Commercialisée;29/03/2019;;;SANOFI WINTHROP INDUSTRIE;Non;60254779;3017640;plaquette de 90 comprimés;Présentation active;Déclaration de commercialisation;04/02/2020;3400930176405;oui;65 %;43,08;45,84;2,76;;"ROSUVASTATINE CALCIQUE ; ÉZÉTIMIBE : 10 mg pour un comprimé"
60256036;ALPROLIX 3000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Autorisation active;Procédure centralisée;Commercialisée;12/05/2016;;EU/1/16/1098;SWEDISH ORPHAN BIOVITRUM (SUEDE);Non;60256036;5502287;1 Boite de 1 flacon de 3000 UI (en verre) + 1 seringue préremplie de 5 ml (600 UI/mL) + 1 piston de seringue + 1 adaptateur pour flacon + 1 kit de perfusion + 2 tampons alcoolisés + 2 pansements + 1 compresse de gaze;Présentation active;Déclaration de commercialisation;19/02/2018;3400955022879;oui;;;;;;EFTRÉNONACOG ALFA : 3000 UI pour un flacon
60258521;CALENDORON, crème;crème;cutanée;Autorisation active;Procédure nationale;Commercialisée;14/04/2015;;;WELEDA;Non;60258521;2773841;1 tube de 25 g;Présentation active;Déclaration de commercialisation;21/03/2016;3400927738418;non;;;;;;CALENDULA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES : 5 g (TM) pour un tube de 25 g
60259242;NATISPRAY 0,15 mg/dose, solution pour pulvérisation buccale;solution pour pulvérisation;sublinguale;Autorisation active;Procédure nationale;Commercialisée;05/03/1987;;;TEOFARMA;Non;60259242;3293698;1 flacon de 200 doses avec pompes doseuses;Présentation active;Déclaration de commercialisation;19/09/1988;3400932936984;oui;65%;3,53;4,55;1,02;;TRINITRINE (SOLUTION DE) : 0,004580 ml de solution à 4 % pour une dose de 0,05 ml
60259993;OCTAPLEX 500 UI, poudre et solvant pour solution pour perfusion;poudre et  solvant pour solution pour perfusion;intraveineuse;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;18/10/2004;;;OCTAPHARMA FRANCE;Non;60259993;5661060;1 flacon de 20 mL avec dispositifs de transfert Nextaro®;Présentation active;Déclaration de commercialisation;15/09/2005;3400956610600;oui;;;;;;"FACTEUR II DE COAGULATION HUMAIN : 280 - 760 UI pour un flacon ; FACTEUR X DE COAGULATION HUMAIN : 360 - 600 UI pour un flacon ; FACTEUR IX DE COAGULATION HUMAIN : 500 UI pour un flacon ; PROTÉINE S : 240 - 640 UI pour un flacon ; FACTEUR VII DE COAGULATION HUMAIN : 180 - 480 UI pour un flacon ; PROTÉINE C HUMAINE : 260 - 620 UI pour un flacon"
60260166;TOXICARB, suspension buvable;suspension buvable;orale;Autorisation active;Procédure nationale;Commercialisée;28/12/2000;;;SERB;Non;60260166;3544887;1 flacon de 60 ml;Présentation active;Déclaration de commercialisation;01/01/2003;3400935448873;oui;;;;;;CHARBON ACTIVÉ : 20 g pour 100 ml de suspension buvable
60260166;TOXICARB, suspension buvable;suspension buvable;orale;Autorisation active;Procédure nationale;Commercialisée;28/12/2000;;;SERB;Non;60260166;3544893;1 flacon de 250 ml;Présentation active;Déclaration de commercialisation;01/01/2003;3400935448934;oui;;;;;;CHARBON ACTIVÉ : 20 g pour 100 ml de suspension buvable
60260497;RISPERDAL 2 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;02/05/1995;;;JANSSEN CILAG;Non;60260497;3389501;plaquette de 60 comprimés;Présentation active;Déclaration de commercialisation;19/02/1996;3400933895013;oui;65%;16,13;17,15;1,02;"Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Psychose et schizophrénie chez l'adulte<br>- Accès maniaques chez l'adulte atteint de trouble bipolaire<br>- Agressivité persistante dans le contexte d'un trouble de la conduite, chez les enfants âgés de 5 ans à 11 ans présentant un retard intellectuel ; JOURNAL OFFICIEL ; 25/08/06";RISPÉRIDONE : 2 mg pour un comprimé
60260910;BECLOSPIN 400 microgrammes, suspension pour inhalation par nébuliseur;suspension pour inhalation par nébuliseur;inhalée;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;06/01/2006;;;CHIESI;Non;60260910;3696344;20 récipient unidose de 1 ml;Présentation active;Déclaration de commercialisation;30/11/2006;3400936963443;oui;65%;8,90;9,92;1,02;"Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Asthme persistant sévère de l¿enfant (en traitement quotidien).  ; JOURNAL OFFICIEL ; 24/11/06";DIPROPIONATE DE BÉCLOMÉTASONE : 400 microgrammes pour 1 ml de suspension
60261656;RUBRACA 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure centralisée;Commercialisée;24/05/2018;;EU/1/17/1250;PHARMAAND (AUTRICHE);Non;60261656;3016891;1 flacon de 60 comprimés;Présentation active;Déclaration de commercialisation;04/02/2020;3400930168912;oui;100 %;2,244,33;2,245,35;1,02;"Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Cancer épithélial de l¿ovaire, de la trompe de Fallope ou du péritoine, quand un autre traitement a déjà été tenté, et en respectant certaines conditions. ; JOURNAL OFFICIEL ; 31/01/20";CAMSYLATE DE RUCAPARIB
60263461;PERMIXON 160 mg, gélule;gélule;orale;Autorisation abrogée;Autorisation d'importation parallèle;Non commercialisée;17/02/2009;Warning disponibilité;;PHARMA LAB;Non;60263461;4900255;plaquette de 60 gélules;Présentation active;Arrêt de commercialisation (le médicament n'a plus d'autorisation);27/10/2023;3400949002559;non;;;;;;PALMIER DE FLORIDE (EXTRAIT LIPIDO-STÉROLIQUE DE) : 160 mg pour une gélule
60263461;PERMIXON 160 mg, gélule;gélule;orale;Autorisation abrogée;Autorisation d'importation parallèle;Non commercialisée;17/02/2009;Warning disponibilité;;PHARMA LAB;Non;60263461;4900338;plaquette de 180 gélules;Présentation active;Arrêt de commercialisation (le médicament n'a plus d'autorisation);27/10/2023;3400949003389;non;;;;;;PALMIER DE FLORIDE (EXTRAIT LIPIDO-STÉROLIQUE DE) : 160 mg pour une gélule
60264410;HERPESEDERMYL 5 %, crème;crème;cutanée;Autorisation active;Procédure nationale;Commercialisée;12/11/2003;;;COOPER (ABRÉGÉ DE COOPERATION PHARMACEUTIQUE FRANCAISE);Non;60264410;3628880;1 tube de 2 g;Présentation active;Déclaration de commercialisation;01/09/2004;3400936288805;non;;;;;;ACICLOVIR : 5 g pour 100 g de crème
60265252;OLANZAPINE VIATRIS 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure centralisée;Commercialisée;07/10/2008;;EU/1/08/475;VIATRIS (IRLANDE);Non;60265252;3945439;28 plaquette de 1 comprimé;Présentation active;Déclaration de commercialisation;23/01/2012;3400939454399;oui;65%;17,42;18,44;1,02;;OLANZAPINE : 5 mg pour un comprimé
60265569;ISOTRETINOINE ACNETRAIT 20 mg, capsule molle;capsule molle;orale;Autorisation active;Procédure nationale;Commercialisée;28/12/2001;;;ARROW GENERIQUES;Non;60265569;3611483;plaquette de 30 capsules;Présentation active;Déclaration de commercialisation;07/11/2014;3400936114838;oui;65%;18,37;19,39;1,02;;ISOTRÉTINOÏNE : 20 mg pour une capsule
60265932;ATORVASTATINE VIATRIS GENERIQUES 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation abrogée;Procédure décentralisée;Non commercialisée;01/08/2012;Warning disponibilité;;VIATRIS UP;Non;60265932;2237143;plaquette de 28 comprimés;Présentation active;Déclaration d'arrêt de commercialisation;30/06/2022;3400922371436;non;65%;2,99;4,01;1,02;;ATORVASTATINE CALCIQUE TRIHYDRATÉE : 21,7 mg pour un comprimé
60265932;ATORVASTATINE VIATRIS GENERIQUES 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation abrogée;Procédure décentralisée;Non commercialisée;01/08/2012;Warning disponibilité;;VIATRIS UP;Non;60265932;3004272;plaquette de 90 comprimés;Présentation active;Déclaration d'arrêt de commercialisation;08/09/2022;3400930042724;non;65%;9,04;11,80;2,76;;ATORVASTATINE CALCIQUE TRIHYDRATÉE : 21,7 mg pour un comprimé
60266144;GABAPENTINE CRISTERS 400 mg, gélule;gélule;orale;Autorisation archivée;Procédure nationale;Non commercialisée;16/03/2006;Warning disponibilité;;CRISTERS;Non;60266144;3744497;plaquette de 90 gélules;Présentation active;Déclaration d'arrêt de commercialisation;09/05/2022;3400937444972;non;65%;21,76;22,78;1,02;;GABAPENTINE : 400 mg pour une gélule
60266265;GALLIAD 0,74 à 1,85 GBq, générateur radiopharmaceutique;générateur radiopharmaceutique;voie extracorporelle autre;Autorisation active;Procédure décentralisée;Commercialisée;31/07/2018;;;IRE-ELIT INSTITUT NATIONAL DES RADIOELEMENTS (BELGIQUE);Oui;60266265;5505790;1 générateur pour élution de 0,74 GBq, 1,11 GBq, 1,48 GBq, 1,85 GBq de 68Ge à la date de calibration;Présentation active;Déclaration de commercialisation;22/01/2019;3400955057901;oui;;;;;;CHLORURE DE GERMANIUM (68GE) : 0,74 - 1,85 GBq à la date de calibration pour un générate
60267171;SIFROL 1,05 mg, comprimé à libération prolongée;comprimé à libération prolongée;orale;Autorisation active;Procédure centralisée;Commercialisée;08/10/2009;;EU/1/97/050;BOEHRINGER INGELHEIM INTERNATIONAL;Non;60267171;3974978;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;26/04/2010;3400939749785;oui;65%;13,84;14,86;1,02;;PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ : 1,5 mg pour un comprimé
60267292;ERIBULINE ADVANZ PHARMA 0,44 mg/mL, solution injectable;solution injectable;intraveineuse;Autorisation active;Procédure décentralisée;Commercialisée;14/09/2023;;;ADVANZ PHARMA LIMITED;Non;60267292;3027930;1 flacon de 2 mL;Présentation active;Déclaration de commercialisation;19/02/2025;3400930279304;oui;;;;;;MÉSILATE D'ÉRIBULINE
60267506;XIGDUO 5 mg/1000 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure centralisée;Commercialisée;16/01/2014;;EU/1/13/900;ASTRAZENECA AB;Non;60267506;2788676;plaquette de 60 comprimés;Présentation active;Déclaration de commercialisation;06/04/2020;3400927886768;oui;65 %;36,57;37,59;1,02;"Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Diabète dit ""de type 2""  : si un traitement de ce diabète n'a pas donné satisfaction en utilisant de la metformine seule, ou de la metformine associée à un sulfamide hypoglycémiant, ou de la metformine associée à de l'insuline    ou encore pour remplacer un traitement qui associait séparément les deux principes actifs qui constituent ce médicament. ; JOURNAL OFFICIEL ; 01/04/20";"CHLORHYDRATE DE METFORMINE : 1000 mg pour un comprimé ; DAPAGLIFLOZINE PROPANEDIOL MONOHYDRATÉ : 6,15 mg pour un comprimé"
60268519;ASMANEX TWISTHALER 400 microgrammes/dose, poudre pour inhalation;poudre pour inhalation;inhalée;Autorisation active;Procédure de reconnaissance mutuelle;Non commercialisée;19/06/2002;Warning disponibilité;;ORGANON FRANCE;Non;60268519;3592455;1 inhalateur de 30 doses;Présentation active;Déclaration d'arrêt de commercialisation;30/06/2025;3400935924551;non;65%;12,27;13,29;1,02;;FUROATE DE MOMÉTASONE : 400 microgrammes pour une dose délivrée
60268519;ASMANEX TWISTHALER 400 microgrammes/dose, poudre pour inhalation;poudre pour inhalation;inhalée;Autorisation active;Procédure de reconnaissance mutuelle;Non commercialisée;19/06/2002;Warning disponibilité;;ORGANON FRANCE;Non;60268519;3592461;1 inhalateur de 60 doses;Présentation active;Déclaration d'arrêt de commercialisation;15/05/2025;3400935924612;non;65%;24,49;25,51;1,02;;FUROATE DE MOMÉTASONE : 400 microgrammes pour une dose délivrée
60269037;VASTAREL 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;30/03/1978;;;LES LABORATOIRES SERVIER;Non;60269037;3220506;plaquette de 60 comprimés;Présentation active;Déclaration de commercialisation;19/10/1980;3400932205066;non;;;;;;TRIMÉTAZIDINE (DICHLORHYDRATE DE) : 20,000 mg pour un comprimé
60270114;ORACILLINE 250 000 UI/5 ml, suspension buvable;suspension buvable;orale;Autorisation active;Procédure nationale;Commercialisée;30/07/1985;;;TEOFARMA;Non;60270114;3181031;1 flacon de 120 ml;Présentation active;Déclaration de commercialisation;19/10/1974;3400931810315;oui;65%;5,97;6,99;1,02;;BENZATHINE PHÉNOXYMÉTHYLPÉNICILLINE
60270452;PRAVASTATINE ZENTIVA 40 mg, comprimé;comprimé;orale;Autorisation active;Procédure nationale;Commercialisée;10/04/2006;;;ZENTIVA FRANCE;Non;60270452;2751779;plaquette de 28 comprimés ( abrogée le 10/06/2025);Présentation abrogée;Déclaration de commercialisation;04/03/2014;3400927517792;oui;65%;3,19;4,21;1,02;;PRAVASTATINE SODIQUE : 40 mg pour un comprimé
