Libellé;CIP13
PANTOPRAZOLE ZF 20 mg, comprimé gastro-résistant, PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ : 22,56 mg pour un comprimé, comprimé gastro-résistant(e), plaquette de 14 comprimés;3400926765170
FESOTERODINE ARROW LP 8 mg, comprimé à libération prolongée, FUMARATE DE FÉSOTÉRODINE : 8 mg pour un comprimé, comprimé à libération prolongée, plaquette de 30 comprimés;3400930255148
ZADITEN 1 mg/5 ml, solution buvable, KETOTIFÈNE (FUMARATE DE) : 0,0276 g pour 100 ml, solution buvable, 1 flacon de 150 ml avec fermeture de sécurité enfant avec mesurettes graduées polypropylène;3400932448951
ESCITALOPRAM VIATRIS 10 mg, comprimé pelliculé sécable, OXALATE D'ESCITALOPRAM, comprimé pelliculé sécable, 28 plaquette de 1 comprimé;3400930074848
ESCITALOPRAM VIATRIS 10 mg, comprimé pelliculé sécable, OXALATE D'ESCITALOPRAM, comprimé pelliculé sécable, flacon de 28 comprimés;3400930105122
MILNACIPRAN EG 25 mg, gélule, CHLORHYDRATE DE MILNACIPRAN : 25 mg pour une gélule, gélule, plaquette de 56 gélules;3400930157046
NITISINONE DIPHARMA 20 mg, gélule, NITISINONE : 20 mg pour une gélule, gélule, plaquette de 60 gélules;3400930227275
MONTELUKAST TEVA 4 mg, granulés, MONTÉLUKAST SODIQUE, granulés, 28 sachet(s)-dose(s) kraft polyéthylène basse densité (PEBD) aluminium P-A-M-éthylène (SURLYN);3400921861099
MYCOHYDRALIN 500 mg, capsule vaginale, CLOTRIMAZOLE : 500 mg pour une capsule, capsule, 1 plaquette de 1 capsule avec applicateurs;3400930148334
MIRCERA 200 microgrammes/0,3 ml, solution injectable en seringue préremplie, MÉTHOXY POLYÉTHYLÈNE GLYCOL-ÉPOÉTINE BÊTA : 200 microgrammes pour une seringue préremplie, solution injectable, 1 seringue préremplie de 0,3 ml avec aiguilles;3400938152050
SIMVASTATINE SANDOZ 10 mg, comprimé pelliculé sécable, SIMVASTATINE : 10,0 mg pour un comprimé, comprimé pelliculé sécable, plaquette de 28 comprimés;3400937884310
DARUNAVIR REDDY PHARMA 600 mg, comprimé pelliculé, DARUNAVIR PROPYLÈNE GLYCOLATE, comprimé pelliculé, 1 flacon de sécurité enfant de 60 comprimés;3400930157565
OROMONE 2 mg, comprimé pelliculé, BÊTA-ESTRADIOL HÉMIHYDRATÉ : 2,06 mg pour un comprimé, comprimé pelliculé, plaquette de 28 comprimés;3400934243677
EUPANTOL 40 mg, comprimé gastro-résistant, PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ, comprimé gastro-résistant(e), plaquette de 28 comprimés;3400937974998
EUPANTOL 40 mg, comprimé gastro-résistant, PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ, comprimé gastro-résistant(e), plaquette de 50 comprimés;3400955903482
ETIOVEN 30 mg, comprimé, NAFTAZONE : 30,00 mg pour un comprimé, comprimé, plaquette de 30 comprimés;3400934201745
LEVOCETIRIZINE KRKA 5 mg, comprimé pelliculé, DICHLORHYDRATE DE LÉVOCÉTIRIZINE : 5 mg pour un comprimé, comprimé pelliculé, plaquette de 14 comprimés;3400922179339
LEVOCETIRIZINE KRKA 5 mg, comprimé pelliculé, DICHLORHYDRATE DE LÉVOCÉTIRIZINE : 5 mg pour un comprimé, comprimé pelliculé, plaquette de 28 comprimés;3400922179629
IBUPROFENE BIOGARAN CONSEIL 400 mg, comprimé pelliculé, IBUPROFÈNE : 400 mg pour un comprimé, comprimé pelliculé, plaquette de 10 comprimés;3400938358926
INTRAROSA 6,5 mg, ovule, PRASTÉRONE : 6,5 mg pour une ovule, ovule, plaquette de 28 ovules avec 6 applicateurs en polyéthylène basse densité (PEBD);3400930157596
PERMIXON 160 mg, gélule, PALMIER DE FLORIDE (SERENOA REPENS (W.BARTRAM) SMALL.) (EXTRAIT DU FRUIT DE) : 160 mg pour une gélule, gélule, plaquette de 180 gélules;3400949000579
PERMIXON 160 mg, gélule, PALMIER DE FLORIDE (SERENOA REPENS (W.BARTRAM) SMALL.) (EXTRAIT DU FRUIT DE) : 160 mg pour une gélule, gélule, plaquette de 60 gélules;3400949000586
OCTAPLASLG, solution pour perfusion, PROTÉINES PLASMATIQUES HUMAINES : 45 - 70 mg pour 1 ml de solution, solution pour perfusion, 10 poche de 200 ml. Groupe sanguin A ( abrogée le 07/01/2025);3400955003090
OCTAPLASLG, solution pour perfusion, PROTÉINES PLASMATIQUES HUMAINES : 45 - 70 mg pour 1 ml de solution, solution pour perfusion, 10 poche de 200 ml. Groupe sanguin AB ( abrogée le 07/01/2025);3400955003106
OCTAPLASLG, solution pour perfusion, PROTÉINES PLASMATIQUES HUMAINES : 45 - 70 mg pour 1 ml de solution, solution pour perfusion, 10 poche de 200 ml. Groupe sanguin B ( abrogée le 07/01/2025);3400955003113
OCTAPLASLG, solution pour perfusion, PROTÉINES PLASMATIQUES HUMAINES : 45 - 70 mg pour 1 ml de solution, solution pour perfusion, 10 poche de 200 ml. Groupe sanguin O ( abrogée le 07/01/2025);3400955003120
OCTAPLASLG, solution pour perfusion, PROTÉINES PLASMATIQUES HUMAINES : 45 - 70 mg pour 1 ml de solution, solution pour perfusion, 10 poche de 200 ml. Groupe sanguin A;3400955071969
OCTAPLASLG, solution pour perfusion, PROTÉINES PLASMATIQUES HUMAINES : 45 - 70 mg pour 1 ml de solution, solution pour perfusion, 10 poche de 200 ml. Groupe sanguin AB;3400955071976
OCTAPLASLG, solution pour perfusion, PROTÉINES PLASMATIQUES HUMAINES : 45 - 70 mg pour 1 ml de solution, solution pour perfusion, 10 poche de 200 ml. Groupe sanguin B;3400955071990
OCTAPLASLG, solution pour perfusion, PROTÉINES PLASMATIQUES HUMAINES : 45 - 70 mg pour 1 ml de solution, solution pour perfusion, 10 poche de 200 ml. Groupe sanguin O;3400955072003
MYAMBUTOL 1000 mg/10 ml, solution injectable (I.M.-I.V.) en ampoule, CHLORHYDRATE D'ÉTHAMBUTOL : 1000 mg pour une ampoule de 10 ml, solution injectable, 50 ampoule de 10 ml;3400955855774
"BIOXYOL, pâte pour application cutanée, DIOXYDE DE TITANE : 0,20 g pour 100 g de pâte pour application cutanée ; OXYDE DE ZINC : 28,30 g pour 100 g de pâte pour application cutanée ; PEROXYDE DE ZINC : 7,70 g pour 100 g de pâte pour application cutanée, pâte pour application, 1 pot de 190 g";3400930121856
VENLAFAXINE ARROW LP 37,5 mg, gélule à libération prolongée, CHLORHYDRATE DE VENLAFAXINE, gélule à libération prolongée, plaquette de 30 gélules;3400938823486
FENTANYL ARROW 600 microgrammes, comprimé buccogingival, CITRATE DE FENTANYL, comprimé, plaquette de 28 comprimés;3400930189078
PREGABALINE BIOGARAN 100 mg, gélule, PRÉGABALINE : 100 mg pour une gélule, gélule, plaquette de 84 gélules;3400930032954
LENALIDOMIDE STRAGEN 20 mg, gélule, LÉNALIDOMIDE : 20 mg pour une gélule, gélule, plaquette de 21 gélules;3400930204979
CARDENSIEL 2,5 mg, comprimé pelliculé sécable, FUMARATE DE BISOPROLOL : 2,5 mg pour un comprimé, comprimé pelliculé sécable, plaquette de 30 comprimés;3400935297068
CARDENSIEL 2,5 mg, comprimé pelliculé sécable, FUMARATE DE BISOPROLOL : 2,5 mg pour un comprimé, comprimé pelliculé sécable, plaquette de 90 comprimés;3400935297129
LEVONORGESTREL EG 1,5 mg, comprimé, LÉVONORGESTREL : 1,50 mg pour un comprimé, comprimé, 1 plaquette de 1 comprimé;3400927810596
QUETIAPINE ACCORD HEALTHCARE LP 400 mg, comprimé à libération prolongée, QUÉTIAPINE (HÉMIFUMARATE DE), comprimé à libération prolongée, plaquette de 30 comprimés;3400930064504
QUETIAPINE ACCORD HEALTHCARE LP 400 mg, comprimé à libération prolongée, QUÉTIAPINE (HÉMIFUMARATE DE), comprimé à libération prolongée, plaquette de 60 comprimés;3400930064528
PERMIXON 160 mg, gélule, PALMIER DE FLORIDE (SERENOA REPENS (W.BARTRAM) SMALL.) (EXTRAIT DU FRUIT DE) : 160 mg pour une gélule, gélule, plaquette de 60 gélules;3400949000876
FIVASA 500 mg, suppositoire, MÉSALAZINE : 500 mg pour un suppositoire, suppositoire, film de 30 suppositoires;3400935881175
VENOFER 20 mg/mL, solution injectable (IV), COMPLEXE D'HYDROXYDE FERRIQUE - SACCHAROSE : 540 mg pour 1 ml de solution injectable, solution pour perfusion, 5 flacon de 5 ml;3400957128340
"FERVEXRHUME, comprimé pelliculé, PARACÉTAMOL : 500 mg pour un comprimé ; MALÉATE DE CHLORPHÉNAMINE : 4 mg pour un comprimé, comprimé pelliculé, plaquette de 16 comprimés";3400930143032
COPAXONE 20 mg/ml, solution injectable en seringue préremplie, ACÉTATE DE GLATIRAMÈRE : 20 mg pour une seringue préremplie de 1 ml, solution injectable, 28 seringue préremplie de 1 ml;3400936384019
LATAZED 50 microgrammes/mL, collyre en solution, LATANOPROST : 50 microgrammes pour 1 mL de collyre, collyre en solution, 1 flacon de 2,5 ml avec pompe polypropylène polyéthylène haute densité (PEHD) polyéthylène basse densité (PEBD);3400930180006
LATAZED 50 microgrammes/mL, collyre en solution, LATANOPROST : 50 microgrammes pour 1 mL de collyre, collyre en solution, 3 flacon de 2,5 ml avec pompe polypropylène polyéthylène haute densité (PEHD) polyéthylène basse densité (PEBD);3400930180013
LATAZED 50 microgrammes/mL, collyre en solution, LATANOPROST : 50 microgrammes pour 1 mL de collyre, collyre en solution, 1 flacon de 5 ml avec pompe polypropylène polyéthylène haute densité (PEHD) polyéthylène basse densité (PEBD);3400930254561
IZIXATE 12,5 mg/0,25 mL, solution injectable en stylo injecteur prérempli, MÉTHOTREXATE : 12,5 mg pour un stylo injecteur prérempli de 0,25 mL de solution, solution injectable, 1 seringue préremplie en verre de 0,25 mL avec aiguille dans un stylo injecteur;3400930243930
AMITRIPTYLINE SUBSTIPHARM 40 mg/mL, solution buvable en gouttes, CHLORHYDRATE D'AMITRIPTYLINE, solution buvable en gouttes, 1 flacon de 20 mL avec compte-gouttes polyéthylène basse densité (PEBD) et fermeture de sécurité enfant;3400930265116
GLUCAGEN 1 mg/ml, poudre et solvant pour solution injectable, CHLORHYDRATE DE GLUCAGON, poudre et  solvant pour solution injectable, 1 flacon de 1 ml;3400933590550
AMBRISENTAN STRAGEN 10 mg, comprimé pelliculé, AMBRISENTAN : 10 mg pour un comprimé, comprimé pelliculé, plaquette de 30 comprimés;3400930201398
"DENTINEA, solution buvable en récipient unidose, PODOPHYLLUM PELTATUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 250 mg (6 DH) pour un récipient unidose de 1 mL ; PLANTAGO MAJOR POUR PRÉPARATIONS HOMÉOPATHIQUES : 250 mg (4 DH) pour un récipient unidose de 1 mL ; CHAMOMILLA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES : 250 mg (20 DH) pour un récipient unidose de 1 mL ; CHAMOMILLA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES : 250 mg (8 DH) pour un récipient unidose de 1 mL, solution buvable, 15 récipient unidose de 1 ml";3400930191477
"DENTINEA, solution buvable en récipient unidose, PODOPHYLLUM PELTATUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 250 mg (6 DH) pour un récipient unidose de 1 mL ; PLANTAGO MAJOR POUR PRÉPARATIONS HOMÉOPATHIQUES : 250 mg (4 DH) pour un récipient unidose de 1 mL ; CHAMOMILLA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES : 250 mg (20 DH) pour un récipient unidose de 1 mL ; CHAMOMILLA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES : 250 mg (8 DH) pour un récipient unidose de 1 mL, solution buvable, 30 récipient unidose de 1 ml";3400930191484
ZALTRAP 25 mg/ml, solution à diluer pour perfusion, AFLIBERCEPT : 25 mg pour 1 ml de solution, solution à diluer pour perfusion, 1 flacon de 4 ml;3400958418563
ZALTRAP 25 mg/ml, solution à diluer pour perfusion, AFLIBERCEPT : 25 mg pour 1 ml de solution, solution à diluer pour perfusion, 1 flacon de 8 ml;3400958418792
CEMAUKOR 1%, gel pour application locale, CHLORHYDRATE DE PRAMOCAÏNE : 1 g pour 100 g de gel, gel pour application, 1 tube de 30 g;3400930310717
PARACETAMOL TEVA 500 mg, gélule, PARACÉTAMOL : 500 mg pour une gélule, gélule, plaquette de 16 gélules;3400921941784
"SINEMET 250 mg/25 mg, comprimé sécable, LÉVODOPA : 250 mg pour un comprimé ; CARBIDOPA MONOHYDRATÉE : 27 mg pour un comprimé, comprimé sécable, plaquette de 50 comprimés";3400931724636
DECAPEPTYL L.P. 11,25 mg, poudre et solvant pour suspension injectable (IM ou SC) forme à libération prolongée sur 3 mois, PAMOATE DE TRIPTORÉLINE : 15 mg pour une unité de prise, poudre et  solvant pour suspension injectable à libération prolongée, 1 flacon de 4 ml - 1 ampoule en verre de 2 ml avec seringues avec aiguilles;3400949003846
ROPINIROLE BIOGARAN LP 8 mg, comprimé pelliculé à libération prolongée, CHLORHYDRATE DE ROPINIROLE : 9,121 mg pour un comprimé, comprimé pelliculé à libération prolongée, plaquette de 28 comprimés;3400927459689
TRANDOLAPRIL VIATRIS 0,5 mg, gélule, TRANDOLAPRIL : 0,5 mg pour une gélule, gélule, plaquette de 28 gélules;3400938471977
HEXTRIL 0,1 POUR CENT, pâte dentifrice, HEXÉTIDINE : 0,100 g pour 100 g de pâte, pâte dentifrice, 1 tube de 100 g;3400933926151
IMODIUMLIQUICAPS 2 mg, capsule molle, CHLORHYDRATE DE LOPÉRAMIDE : 2 mg pour une capsule, capsule molle, plaquette de 12 capsules;3400921801019
FOSINOPRIL ZENTIVA 10 mg, comprimé sécable, FOSINOPRIL SODIQUE : 10,0 mg pour un comprimé, comprimé sécable, plaquette de 30 comprimés;3400938674033
FOSINOPRIL ZENTIVA 10 mg, comprimé sécable, FOSINOPRIL SODIQUE : 10,0 mg pour un comprimé, comprimé sécable, plaquette de 90 comprimés;3400938674323
MAXILASE MAUX DE GORGE ALPHA-AMYLASE 3000 U. CEIP, comprimé enrobé, ALFA-AMYLASE : 3000 U.CEIP pour un comprimé, comprimé enrobé, plaquette de 30 comprimés;3400934778896
MAXILASE MAUX DE GORGE ALPHA-AMYLASE 3000 U. CEIP, comprimé enrobé, ALFA-AMYLASE : 3000 U.CEIP pour un comprimé, comprimé enrobé, plaquette de 15 comprimés;3400939933849
PRAVASTATINE ARROW 10 mg, comprimé sécable, PRAVASTATINE SODIQUE : 10 mg pour un comprimé, comprimé sécable, plaquette de 28 comprimés;3400926656430
DERMOVAL, gel, CLOBÉTASOL (PROPIONATE DE) : 0,05 g pour 100 g, gel, 1 flacon de 20 ml;3400932613045
"AMOXICILLINE/ACIDE CLAVULANIQUE ALMUS 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1), AMOXICILLINE TRIHYDRATÉE ; CLAVULANATE DE POTASSIUM, comprimé pelliculé, film de 16 comprimés";3400936061637
"AMOXICILLINE/ACIDE CLAVULANIQUE ALMUS 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1), AMOXICILLINE TRIHYDRATÉE ; CLAVULANATE DE POTASSIUM, comprimé pelliculé, film de 24 comprimés";3400936061866
BETOPTIC 0,5 POUR CENT, collyre, BÉTAXOLOL (CHLORHYDRATE DE) : 0,56 g pour 100 ml, collyre en solution, 1 flacon de 3 ml;3400932904587
AMOXICILLINE KRKA 1 g, comprimé dispersible sécable, AMOXICILLINE TRIHYDRATÉE, comprimé dispersible sécable, plaquette de 6 comprimés;3400930234259
AMOXICILLINE KRKA 1 g, comprimé dispersible sécable, AMOXICILLINE TRIHYDRATÉE, comprimé dispersible sécable, plaquette de 14 comprimés;3400930234266
PYZCHIVA 45 mg, solution injectable en seringue préremplie, USTÉKINUMAB : 45 mg pour une seringue préremplie de 0,5 mL, solution injectable, 1 seringue préremplie de 0,5 ml avec protège-aiguille;3400930293416
KAYFANDA 200 microgrammes, gélule, ODÉVIXIBAT SESQUIHYDRATÉ, gélule, 1 flacon de sécurité enfant de 30 gélules;3400930302026
GABAPENTINE ZENTIVA 600 mg, comprimé pelliculé, GABAPENTINE : 600 mg pour un comprimé, comprimé pelliculé, plaquette de 90 comprimés;3400937792486
ROPIVACAINE ALTAN 10 mg/mL, solution injectable, CHLORHYDRATE DE ROPIVACAÏNE MONOHYDRATÉ, solution injectable, 5 ampoule de 10 mL;3400955061977
REFACTO AF 250 UI, poudre et solvant pour solution injectable en seringue préremplie, MOROCTOCOG ALFA : 250 UI pour une seringue préremplie, poudre et  solvant pour solution injectable, 1 seringue préremplie de 250 UI avec matériels de perfusion avec tampons alcoolisés avec pansements;3400958383632
"DROSPIBEL 0,02 mg/3 mg, comprimé pelliculé, ÉTHINYLESTRADIOL : 0,02 mg pour un comprimé ; DROSPIRÉNONE : 3 mg pour un comprimé, comprimé pelliculé, 3 plaquette de 21 comprimés";3400921903416
"APREXEVO 300 mg/5 mg, comprimé pelliculé, IRBÉSARTAN : 300 mg pour un comprimé ; BÉSILATE D'AMLODIPINE, comprimé pelliculé, plaquette de 30 comprimés";3400930207697
"APREXEVO 300 mg/5 mg, comprimé pelliculé, IRBÉSARTAN : 300 mg pour un comprimé ; BÉSILATE D'AMLODIPINE, comprimé pelliculé, plaquette de 90 comprimés";3400930207703
"VERRUFILM, solution pour application locale en flacon, ACIDE LACTIQUE : 16,7 g pour 100 g ; ACIDE SALICYLIQUE : 16,7 g pour 100 g, solution pour application, 1 flacon de 14 ml ( abrogée le 07/10/2025)";3400933927622
ARKOGELULES CHARBON VEGETAL, gélule, CHARBON ACTIVÉ : 162 mg pour une gélule, gélule, 1 flacon de 45 gélules;3400933502492
ARKOGELULES CHARBON VEGETAL, gélule, CHARBON ACTIVÉ : 162 mg pour une gélule, gélule, 1 flacon de 150 gélules;3400933502553
OXYCODONE SANDOZ 20 mg, gélule, CHLORHYDRATE D'OXYCODONE : 20 mg pour une gélule, gélule, plaquette de 14 gélules;3400930068960
TERBINAFINE BIOGARAN 250 mg, comprimé sécable, CHLORHYDRATE DE TERBINAFINE : 281,25 mg pour un comprimé, comprimé sécable, plaquette de 28 comprimés;3400937498913
"TOLVAPTAN SANDOZ 15 mg, comprimé + TOLVAPTAN SANDOZ 45 mg, comprimé, TOLVAPTAN : 15 mg pour un comprimé ; TOLVAPTAN : 45 mg pour un comprimé, comprimé et  comprimé, 56 comprimés sous plaquette de 4 x 14 comprimés (7 comprimés de 45 mg et 7 comprimés de 15 mg)";3400930317501
EAU POUR PREPARATIONS INJECTABLES FRESENIUS, solution pour préparation injectable, EAU POUR PRÉPARATIONS INJECTABLES : 100 mL pour 100 mL de solution pour préparation injectable, solution pour préparation injectable, 20 flacon de 250 ml;3400938315752
EAU POUR PREPARATIONS INJECTABLES FRESENIUS, solution pour préparation injectable, EAU POUR PRÉPARATIONS INJECTABLES : 100 mL pour 100 mL de solution pour préparation injectable, solution pour préparation injectable, 10 flacon de 500 ml;3400938316063
ALTUVOCT 3 000 UI, poudre et solvant pour solution injectable, ÉFANÉSOCTOCOG ALFA : 3000 UI pour un flacon, poudre et  solvant pour solution injectable, 1 flacon de 3 000 UI + 1 seringue préremplie en verre de 3 mL + 1 tige de piston + 1 adaptateur pour flacon + 1 set de perfusion;3400930297292
ENTECAVIR ACCORD 0,5 mg, comprimé pelliculé, ENTÉCAVIR MONOHYDRATÉ, comprimé pelliculé, 30 plaquette de 1 comprimé(dose unitaire);3400930118757
"MAGNESIUM/VITAMINE B6 VIATRIS CONSEIL 48 mg/5 mg, comprimé pelliculé, CHLORHYDRATE DE PYRIDOXINE : 5 mg pour un comprimé ; LACTATE DE MAGNÉSIUM DIHYDRATÉ : 470 mg pour un comprimé, comprimé pelliculé, plaquette de 50 comprimés";3400938674842
ACICLOVIR ARROW 800 mg, comprimé, ACICLOVIR : 800 mg pour un comprimé, comprimé, plaquette de 35 comprimés;3400935931245
TIORFAN 4 mg/mL NOURRISSONS ET ENFANTS, suspension buvable, RACÉCADOTRIL : 4 mg pour 1 mL de suspension, suspension buvable, 1 flacon de sécurité enfant de 50 mL avec seringue de 10 mL graduée en kg;3400930173848
TIORFAN 4 mg/mL NOURRISSONS ET ENFANTS, suspension buvable, RACÉCADOTRIL : 4 mg pour 1 mL de suspension, suspension buvable, 1 flacon de sécurité enfant de 180 mL avec seringue de 10 mL graduée en kg;3400930173855
URAPIDIL KALCEKS 50 mg/10 mL, solution injectable/pour perfusion, URAPIDIL : 50 mg pour une ampoule de 10 mL, solution injectable ou pour perfusion, 5 ampoule de 10 ml;3400930224397
ENALAPRIL ZENTIVA 20 mg, comprimé sécable, MALÉATE D'ÉNALAPRIL : 20 mg pour un comprimé, comprimé sécable, plaquette de 28 comprimés;3400936745322
ATORVASTATINE ZYDUS 80 mg, comprimé pelliculé, ATORVASTATINE CALCIQUE TRIHYDRATÉE : 86,760 mg pour un comprimé, comprimé pelliculé, plaquette de 30 comprimés;3400930147238
ATORVASTATINE ZYDUS 80 mg, comprimé pelliculé, ATORVASTATINE CALCIQUE TRIHYDRATÉE : 86,760 mg pour un comprimé, comprimé pelliculé, plaquette de 90 comprimés;3400930147252
GLIMEPIRIDE EG 1 mg, comprimé, GLIMÉPIRIDE : 1 mg pour un comprimé, comprimé, plaquette de 30 comprimés;3400937471657
GLIMEPIRIDE EG 1 mg, comprimé, GLIMÉPIRIDE : 1 mg pour un comprimé, comprimé, plaquette de 90 comprimés;3400937471947
NILOTINIB ACCORD 200 mg, gélule, NILOTINIB : 200 mg pour une gélule, gélule, plaquette de 28 gélules;3400930303658
NILOTINIB ACCORD 200 mg, gélule, NILOTINIB : 200 mg pour une gélule, gélule, plaquette de 112 (4 x 28) gélules (conditionnement multiple);3400930303696
"PERINDOPRIL ARGININE/INDAPAMIDE BIOGARAN 2,5 mg/0,625 mg, comprimé pelliculé, INDAPAMIDE : 0,625 mg pour un comprimé ; PÉRINDOPRIL ARGININE : 2,50 mg pour un comprimé, comprimé pelliculé, 1 pilulier(s) polypropylène de 30 comprimé(s)";3400926808907
